s,俳句,読み,季語候補,plutchik_main,nihon_main,nihon_sub,main_confidence,季節,ジャンル,出典,年,has_repetition
1242,袖たけの山もうれしき春の雨,そでたけの やまもうれしき はるのあめ,春雨,喜び,風雅,淡白,0.75,春,天文,発句鈔追加,-,FALSE
1254,ほうろくをかざして行や春(の)雨,ほうろくを かざしていくや はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,遺稿,-,FALSE
1264,春雨や目薬貝の朝の月,はるさめや めぐすりがいの あさのつき,春雨,喜び,風雅,幽玄,0.75,春,天文,浅黄空,-,FALSE
1309,萩の葉に鹿のざれけり春(の)雨,はぎのはに しかのざれけり はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,真蹟,-,FALSE
1321,わら苞やとうふも見えて春の雨,わらづとや とうふもみえて はるのあめ,春雨,喜び,素朴,風雅,0.75,春,天文,我春集他,-,FALSE
1324,小烏や巧者に辷る春の雨,こがらすや こうしゃにすべる はるのあめ,春雨,驚き,幽玄,風雅,0.75,春,天文,浅黄空他,-,FALSE
1333,春雨や喰れ残りの鴨の声,はるさめや くわれのこりの かものこえ,春雨,悲しみ,無垢,物の哀れ,0.72,春,天文,自筆本,-,FALSE
1335,春雨や手のひらかへすたびら雪,はるさめや てのひらかえす たびらゆき,春雨,驚き,幽玄,静寂,0.72,春,天文,希杖本,-,FALSE
1340,梅鉢よ竹に雀よ春の雨,うめばちよ たけにすずめよ はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,希杖本,-,FALSE
1345,春雨や夜さりも上る亦打山,はるさめや よさりもあがる まつちやま,春雨,喜び,幽玄,静寂,0.72,春,天文,自筆本,-,FALSE
1348,梟よ面癖直せ春の雨,ふくろうよ つらぐせなおせ はるのあめ,春雨,期待,風雅,幽玄,0.65,春,天文,句稿消息,-,FALSE
1363,きのふ寝し嵯峨山見ゆる春(の)雨,きのうねし さがやまみゆる はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,七番日記,-,FALSE
1364,餅の出る槌のほしさよ春(の)雨,もちのでる つちのほしさよ はるのあめ,春雨,期待,素朴,風雅,0.75,春,天文,七番日記,-,FALSE
1368,三ヶ月や石の凹みの春の雨,みかづきや いしのくぼみの はるのあめ,春雨,悲しみ,無常,物の哀れ,0.72,春,天文,浅黄空,-,FALSE
1374,笹の葉の春雨なめる鼠哉,ささのはの はるさめなめる ねずみかな,春雨,喜び,愛らしさ,滑稽,0.72,春,天文,浅黄空他,-,FALSE
1383,春雨や髭を並べる窓せうじ,はるさめや ひげをならべる まどしょうじ,春雨,喜び,風雅,静寂,0.75,春,天文,浅黄空他,-,FALSE
1386,春雨や窓から値ぎる生肴,はるさめや まどからねぎる なまざかな,春雨,喜び,素朴,風雅,0.72,春,天文,発句集続篇,-,FALSE
1389,在川の尻凝とれるや春の雨,ざいかわの しこりとれるや はるのあめ,春雨,喜び,幽玄,淡白,0.72,春,天文,梅塵八番,-,FALSE
1391,じゃゝ馬もはたご泊りや春の雨,じゃじゃうまも はたごどまりや はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,浅黄空,-,FALSE
1392,供馬もはたご泊りや春の雨,ともうまも はたごどまりや はるのあめ,春雨,信頼,風雅,無常,0.65,春,天文,自筆本,-,FALSE
1394,芝居日と人はいふ也春の雨,しばいびと ひとはいうなり はるのあめ,春雨,期待,風雅,幽玄,0.65,春,天文,文政句帖,-,FALSE
1395,芝居日と家内は出たり春の雨,しばいびと かないはでたり はるのあめ,春雨,喜び,風雅,物の哀れ,0.72,春,天文,文政句帖,-,FALSE
1399,福鼠出給ふぞよ春の雨,ふくねずみ でたまうぞよ はるのあめ,春雨,喜び,風雅,物の哀れ,0.75,春,天文,梅塵八番,-,FALSE
1404,御守のわらぢかざるや春の雨,おまもりの わらじかざるや はるのあめ,春雨,信頼,風雅,無常,0.75,春,天文,梅塵八番,-,FALSE
1406,桟を唄でわたるなり春の雨,かけはしを うたでわたるなり はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,梅塵八番,-,FALSE
1416,春雨やむだに行て来る二文橋,はるさめや むだにいてくる にもんばし,春雨,期待,無常,淡白,0.65,春,天文,希杖本,-,FALSE
1423,菜のゆだる湯(の)涌口や春の雨,なのゆだる ゆのわきぐちや はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,梅塵八番,-,FALSE
1428,たびら雪半分交や春の雨,たびらゆき はんぶんまじりや はるのあめ,春雨,期待,無常,幽玄,0.72,春,天文,希杖本,-,FALSE
1445,湯桁から茶売を呼ぶや春の雨,ゆげたから ちゃうりをよぶや はるのあめ,春雨,喜び,風雅,淡白,0.75,春,天文,発句集続篇,-,FALSE
1446,安堵して鼠も寝るよ春の雨,あんどして ねずみもねるよ はるのあめ,春雨,喜び,静寂,風雅,0.75,春,天文,文政版,-,FALSE
1447,安堵して鼠も寝しよ春の雨,あんどして ねずみもねしよ はるのあめ,春雨,喜び,静寂,風雅,0.75,春,天文,真蹟,-,FALSE
1449,茶屋小屋を降つぶ(し)けり春の雨,ちゃやごやを ふりつぶしけり はるのあめ,春雨,悲しみ,無常,物の哀れ,0.75,春,天文,自筆本,-,FALSE
1450,入道が綻ぬふや春の雨,にゅうどうが ほころびぬうや はるのあめ,春雨,喜び,風雅,幽玄,0.75,春,天文,浅黄空,-,FALSE
1451,春雨や相に相生の松の声,はるさめや あいにあいおの まつのこえ,春雨,喜び,幽玄,風雅,0.75,春,天文,浅黄空,-,FALSE
1452,春雨やあさぢが原の団子客,はるさめや あさぢがはらの だんごきゃく,春雨,喜び,風雅,物の哀れ,0.75,春,天文,希杖本,-,FALSE
1454,夜談義やばくちくづれや春の雨,よだんぎや ばくちくづれや はるのあめ,春雨,驚き,幽玄,余情,0.75,春,天文,浅黄空,-,FALSE
1477,立際に春風吹ぬ京の山,たちぎわに はるかぜふきぬ きょうのやま,春風,喜び,風雅,静寂,0.75,春,天文,発句題叢他,-,FALSE
1494,春風の夜にして見たるわら家哉,はるかぜの よにしてみたる わらやかな,春風,喜び,風雅,静寂,0.75,春,天文,発句集続篇,-,FALSE
1500,春風や蝶に引かれて善光寺,はるかぜや ちょうにひかれて ぜんこうじ,春風,喜び,風雅,幽玄,0.75,春,天文,ひさごものがたり,-,FALSE
1509,細長く春風吹や女坂,ほそながく はるかぜふくや おんなざか,春風,喜び,風雅,幽玄,0.75,春,天文,自筆本,-,FALSE
1514,春風や御祓うけて戻る犬,はるかぜや おはらいうけて もどるいぬ,春風,喜び,風雅,愛らしさ,0.72,春,天文,自筆本他,-,FALSE
1515,春風や御祓うけてもどり犬,はるかぜや おはらいうけて もどりいぬ,春風,喜び,風雅,幽玄,0.72,春,天文,浅黄空,-,FALSE
1522,馬の背の幣を吹く也春の風,うまのせの ぬさをふくなり はるのかぜ,春風,喜び,風雅,淡白,0.75,春,天文,浅黄空他,-,FALSE
1529,春風や地蔵の膝の赤の飯,はるかぜや じぞうのひざの あかのめし,春風,喜び,風雅,素朴,0.75,春,天文,浅黄空,-,FALSE
1530,春風や地蔵の膝の小豆飯,はるかぜや じぞうのひざの あずきめし,春風,喜び,風雅,素朴,0.75,春,天文,自筆本,-,FALSE
1533,ぼた餅や藪の仏も春の風,ぼたもちや やぶのほとけも はるのかぜ,春風,喜び,風雅,物の哀れ,0.75,春,天文,おらが春他,-,FALSE
1534,ぼた餅や辻の仏も春の風,ぼたもちや つじのほとけも はるのかぜ,春風,喜び,風雅,物の哀れ,0.72,春,天文,希杖本,-,FALSE
1542,春風や筆のころげる青つ原,はるかぜや ふでのころげる あおつはら,春風,喜び,風雅,淡白,0.75,春,天文,自筆本,-,FALSE
1545,春風や犬の寝ころぶわたし舟,はるかぜや いぬのねころぶ わたしぶね,春風,喜び,風雅,静寂,0.75,春,天文,自筆本,-,FALSE
1550,雨だれの中より吹や春の風,あまだれの なかよりふくや はるのかぜ,春風,喜び,風雅,幽玄,0.75,春,天文,浅黄空,-,FALSE
1558,春風や供の女の小脇差,はるかぜや とものおんなの こわきざし,春風,喜び,風雅,可憐さ,0.75,春,天文,浅黄空他,-,FALSE
1564,春の風御用の雁のしぶとさよ,はるのかぜ ごようのかりの しぶとさよ,春風,期待,風雅,無常,0.65,春,天文,梅塵八番,-,FALSE
1567,春風のそこ意地寒きしなの山,はるかぜの そこいぢさむき しなのやま,春風,恐れ,無常,寂び,0.75,春,天文,発句鈔追加,-,FALSE
1573,春風や袴羽折の江戸乞食,はるかぜや はおりはかまの えどこじき,春風,喜び,風雅,素朴,0.72,春,天文,梅塵八番,-,FALSE
1586,鬼の面狐の面や春の風,おにのめん きつねのめんや はるのかぜ,春風,驚き,風雅,幽玄,0.72,春,天文,発句鈔追加,-,FALSE
1587,笠うらの大神宮や春の風,かさうらの たいじんぐうや はるのかぜ,春風,喜び,風雅,幽玄,0.75,春,天文,希杖本,-,FALSE
1588,茨藪も添て見よ見よ春の風,ばらやぶも そいてみよみよ はるのかぜ,春風,喜び,風雅,幽玄,0.75,春,天文,遺稿,-,FALSE
1589,春風に吹れた形や女坂,はるかぜに ふかれたなりや おんなざか,春風,喜び,風雅,幽玄,0.75,春,天文,希杖本,-,FALSE
1590,春風に吹れ序の湯治哉,はるかぜに ふかれついでの とうじかな,春風,喜び,風雅,静寂,0.75,春,天文,浅黄空,-,FALSE
1591,春風や歩行ながらの御法談,はるかぜや あるきながらの ごほうだん,春風,喜び,風雅,静寂,0.75,春,天文,浅黄空,-,FALSE
1592,はるかぜや鳴出しさうな飴の鳥,はるかぜや なきだしそうな あめのとり,春風,喜び,風雅,幽玄,0.75,春,天文,発句集続篇,-,FALSE
1593,一つ葉の中より吹や春の風,ひとつはの なかよりふくや はるのかぜ,春風,喜び,風雅,淡白,0.75,春,天文,自筆本,-,FALSE
1606,東風吹や入日の迹の水明り,こちふくや いりひのあとの みずあかり,春の月,喜び,風雅,幽玄,0.75,春,天文,遺稿,-,FALSE
1623,新橋の御酒徳利や春の月,しんばしの おみきどくりや はるのつき,春の月,喜び,風雅,淡白,0.75,春,天文,浅黄空他,-,FALSE
1629,わら苞のとうふも見えて春の月,わらほうの とうふもみえて はるのつき,春の月,喜び,風雅,淡白,0.75,春,天文,発句集続篇,-,FALSE
1657,おぼろ夜や寐るたしになる庭の瀧,おぼろよや ねるたしになる にわのたき,朧,信頼,幽玄,静寂,0.75,春,天文,発句集続篇,-,FALSE
1658,菰だれの厠も朧支度かな,こもだれの かわやもおぼろ じたくかな,朧,期待,幽玄,淡白,0.7,春,天文,希杖本,-,FALSE
1659,福狐啼たまふぞよおぼろ月,ふくぎつね なきたまうぞよ おぼろづき,朧,驚き,幽玄,風雅,0.75,春,天文,発句鈔追加,-,FALSE
1699,霞けり夕山かげの飴の笛,かすみけり ゆうやまかげの あめのふえ,霞,喜び,風雅,幽玄,0.75,春,天文,自筆本,-,FALSE
1737,夕暮や流れ来るかよ無常鐘,ゆうぐれや ながれくるかよ むじょうかね,霞,悲しみ,無常,幽玄,0.75,春,天文,随斎筆紀他,-,FALSE
1740,霞む日や鹿の寝て行さらし臼,かすむひや しかのねてゆく さらしうす,霞,静寂,幽玄,物の哀れ,0.75,春,天文,株番,-,FALSE
1761,破鐘のかすめる声もむつかしや,われがねの かすめるこえも むつかしや,霞,悲しみ,無常,静寂,0.75,春,天文,版本題叢他,-,FALSE
1768,かすむ日や問屋がうらのばせを塚,かすむひや とんやがうらの ばしょうづか,霞,悲しみ,無常,物の哀れ,0.75,春,天文,志多良,-,FALSE
1769,かすむ日や問屋のうらのばせを塚,かすむひや とんやのうらの ばしょうづか,霞,悲しみ,無垢,物の哀れ,0.75,春,天文,浅黄空,-,FALSE
1771,かすむ日や目を縫れつゝ鴨の鳴,かすむひや めをぬわれつつ かものなく,霞,悲しみ,幽玄,物の哀れ,0.75,春,天文,句稿消息,-,FALSE
1775,なくな子ら赤いかすみがなくなるぞ,なくなこら あかいかすみが なくなるぞ,霞,悲しみ,無垢,物の哀れ,0.75,春,天文,浅黄空他,-,FALSE
1785,かすむ日はよろこび烏ばかり哉,かすむひは よろこびからす ばかりかな,霞,喜び,風雅,淡白,0.75,春,天文,浅黄空他,-,FALSE
1797,ぼた餅を喰はへてかすむ烏哉,ぼたもちを くわえてかすむ からすかな,霞,喜び,風雅,余情,0.75,春,天文,嘉永版,-,FALSE
1803,かすむとて人さす虫も出たりけり,かすむとて ひとさすむしも でたりけり,霞,驚き,幽玄,静寂,0.75,春,天文,発句鈔追加,-,FALSE
1808,菜も蒔てかすんで暮らす山家哉,なもまいて かすんでくらす やまがかな,霞,喜び,素朴,静寂,0.72,春,天文,浅黄空他,-,FALSE
1821,呉服やの朝声かすみかかる也,ごふくやの あさごえかすみ かかるなり,霞,信頼,静寂,風雅,0.75,春,天文,浅黄空他,-,FALSE
1824,かすむ日に古くもならぬ卒土婆哉,かすむひに ふるくもならぬ そとばかな,霞,悲しみ,無常,物の哀れ,0.72,春,天文,七番日記,-,FALSE
1841,思ふまじ見まじとすれど我家哉,おもうまじ みまじとすれど わがやかな,霞,悲しみ,無垢,物の哀れ,0.75,春,天文,おらが春他,-,FALSE
1848,白壁のそしられながらかすみけり,しらかべの そしられながら かすみけり,霞,悲しみ,無垢,物の哀れ,0.75,春,天文,おらが春,-,FALSE
1849,白壁のそしられつゝも霞かな,しらかべの そしられつつも かすみかな,霞,悲しみ,無垢,物の哀れ,0.72,春,天文,梅塵八番,-,FALSE
1852,一引や下手なかすみやおれが家,ひとひきや へたなかすみや おれがいえ,霞,悲しみ,無垢,物の哀れ,0.72,春,天文,梅塵八番,-,FALSE
1854,古郷や朝茶呑子も春がすみ,ふるさとや あさちゃのむこも はるがすみ,霞,喜び,風雅,物の哀れ,0.75,春,天文,梅塵八番,-,FALSE
1856,横乗の馬のつゞくや夕雲雀,よこのりの うまのつづくや ゆうひばり,霞,喜び,風雅,幽玄,0.75,春,天文,おらが春,-,FALSE
1858,迹供はかすみのおくや加賀の守,あとどもは かすみのおくや かがのかみ,霞,信頼,幽玄,風雅,0.75,春,天文,浅黄空,-,FALSE
1859,迹供はかすみのかゝるや加賀の守,あとどもは かすみのかかるや かがのかみ,霞,信頼,幽玄,風雅,0.75,春,天文,自筆本,-,FALSE
1883,かすむ火や四五丁松のおくの院,かすむひや しごちょうまつの おくのいん,霞,静寂,幽玄,余情,0.75,春,天文,浅黄空,-,FALSE
1896,うす霞丸にやの字の壁見ゆる,うすかすみ まるにやのじの かべみゆる,霞,驚き,幽玄,静寂,0.75,春,天文,自筆本,-,FALSE
1897,かすみてもとうに隠れぬ卒土婆哉,かすみても とうにかくれぬ そとばかな,霞,悲しみ,無常,物の哀れ,0.75,春,天文,自筆本,-,FALSE
1898,霞とやあさからさはぐ馬鹿烏,かすみとや あさからさわぐ ばかがらす,霞,驚き,滑稽,幽玄,0.65,春,天文,希杖本,-,FALSE
1899,かすむ日や大旅籠屋のうらの松,かすみひや おおはたごやの うらのまつ,霞,悲しみ,無垢,物の哀れ,0.75,春,天文,自筆本,-,FALSE
1900,今朝程や三文程の遠がすみ,けさほどや さんもんほどの とおがすみ,霞,期待,幽玄,淡白,0.65,春,天文,発句鈔追加,-,FALSE
1903,たつぷりと霞と隠れぬ卒土婆哉,たっぷりと かすみとかくれぬ そとばかな,霞,驚き,幽玄,静寂,0.72,春,天文,浅黄空,-,FALSE
1905,筑波根と一所にかすむ御船かな,つくばねと いっしょにかすむ おふねかな,霞,信頼,幽玄,風雅,0.75,春,天文,発句鈔追加,-,FALSE
1906,伏見のやぞろりと霞む夕旅籠,ふしみのや ぞろりとかすむ ゆうはたご,霞,信頼,幽玄,静寂,0.75,春,天文,希杖本,-,FALSE
1907,古松や又あらためていく霞,ふるまつや またあらためて いくかすみ,霞,期待,幽玄,無常,0.65,春,天文,文政版,-,FALSE
1908,丸にやの字の壁見へて夕霞,まるにやの じのかべみえて ゆうがすみ,霞,期待,幽玄,風雅,0.75,春,天文,浅黄空,-,FALSE
1918,陽炎やいとしき人の杖の穴,かげろうや いとしきひとの つえのあな,陽炎,喜び,愛らしさ,風雅,0.75,春,天文,ときは草,-,FALSE
1926,陽炎や子をかくされし親の顔,かげろうや こをかくされし おやのかお,陽炎,悲しみ,無垢,物の哀れ,0.75,春,天文,嘉永版,-,FALSE
1956,陽炎にすつぽり濡し仏哉,かげろうに すっぽりぬれし ほとけかな,陽炎,驚き,幽玄,静寂,0.72,春,天文,発句集続篇,-,FALSE
1962,陽炎や草で足拭く這入口,かげろうや くさであしふく はいりぐち,陽炎,期待,素朴,静寂,0.65,春,天文,自筆本,-,FALSE
1963,陽炎や草で足拭く上り口,かげろうや くさであしふく あがりぐち,陽炎,喜び,風雅,静寂,0.72,春,天文,浅黄空,-,FALSE
1967,陽炎や馬ほしておく草の原,かげろうや うまほしておく くさのはら,陽炎,喜び,風雅,静寂,0.75,春,天文,浅黄空他,-,FALSE
1971,陽炎や切欠てうる砥石山,かげろうや きりかいてうる といしやま,陽炎,驚き,幽玄,静寂,0.72,春,天文,浅黄空他,-,FALSE
1976,陽炎や馬糞も銭となるからに,かげろうや まぐそもぜにと なるからに,陽炎,驚き,滑稽,素朴,0.72,春,天文,発句集続篇,-,FALSE
1985,陽炎や有明つんと藪先に,かげろうや ありあけつんと やぶさきに,陽炎,驚き,幽玄,風雅,0.75,春,天文,浅黄空他,-,FALSE
1996,陽炎や寺へ行かれし杖の穴,かげろうや てらへいかれし つえのあな,陽炎,期待,幽玄,無常,0.72,春,天文,浅黄空他,-,FALSE
2007,陽炎に一本乗のいかだ哉,かげろうに いっぽんのりの いかだかな,陽炎,驚き,風雅,幽玄,0.75,春,天文,随斎筆紀,-,FALSE
2008,陽炎の立（つ）とて伸す土足かな,かげろうの たつとてのばす どそくかな,陽炎,驚き,風雅,幽玄,0.75,春,天文,希杖本,-,FALSE
2009,陽炎も片側のみぞうら借家,かげろうも かたがわのみぞ うらしゃくや,陽炎,悲しみ,無常,物の哀れ,0.75,春,天文,希杖本,-,FALSE
2010,陽炎や犬に追るゝのら鼠,かげろうや いぬにおわるる のらねずみ,陽炎,驚き,滑稽,風雅,0.65,春,天文,浅黄空,-,FALSE
2011,春雨や犬にとらるゝのら鼠,はるさめや いぬにとらるる のらねずみ,陽炎,恐れ,滑稽,素朴,0.72,春,天文,自筆本,-,FALSE
2012,陽炎や鍋ずみ流す村の川,かげろうや なべずみながす むらのかわ,陽炎,信頼,風雅,静寂,0.75,春,天文,希杖本,-,FALSE
2030,雪解やさのみようなき奥山家,ゆきとけて さのみようなき おくやまけ,雪解,悲しみ,無常,物の哀れ,0.75,春,地理,希杖本,-,FALSE
2031,雪解てけふは用なき山家哉,ゆきとけて きょうはようなき やまがかな,雪解,悲しみ,無常,物の哀れ,0.75,春,地理,希杖本他,-,FALSE
2036,雪どけや川は雀の十五日,ゆきどけや かわはすずめの じゅうごにち,雪解,喜び,風雅,無常,0.75,春,地理,発句題叢,-,FALSE
2037,雪どけや竹は雀の十五日,ゆきどけや たけはすずめの じゅうごにち,雪解,喜び,風雅,物の哀れ,0.72,春,地理,版本題叢,-,FALSE
2038,雪どけや門は雀の十五日,ゆきどけや かどはすずめの じゅうごにち,雪解,喜び,風雅,無常,0.75,春,地理,嘉永版他,-,FALSE
2039,雪どけや竹に雀の十五日,ゆきどけや たけにすずめの じゅうごにち,雪解,喜び,風雅,物の哀れ,0.75,春,地理,発句鈔追加,-,FALSE
2040,雪どけや門は雀の十五日,ゆきどけや かどはすずめの じゅうごにち,雪解,喜び,風雅,無常,0.75,春,地理,嘉永版他,-,FALSE
2044,笠程に雪の残りぬ家の陰,かさほどに ゆきののこりぬ いえのかげ,雪解,悲しみ,無常,物の哀れ,0.75,春,地理,発句集続篇,-,FALSE
2056,藪の雪何を見込にとけ残る,やぶのゆき なにをみこみに とけのこる,雪解,期待,無常,物の哀れ,0.72,春,地理,浅黄空他,-,FALSE
2058,門の雪下手な消やうしたりけり,かどのゆき へたなけしよう したりけり,雪解,悲しみ,無常,物の哀れ,0.75,春,地理,句稿消息他,-,FALSE
2071,とけかけて雪も一寸のがれ哉,とけかけて ゆきもいっすん のがれかな,雪解,喜び,無常,淡白,0.72,春,地理,発句鈔追加,-,FALSE
2072,解残る雪も一寸のがれ哉,とけのこる ゆきもいっすん のがれかな,雪解,期待,無常,淡白,0.65,春,地理,希杖本他,-,FALSE
2076,十ばかり鍋うつく伏せる雪げ哉,とうばかり なべうつくふせる ゆきげかな,雪解,喜び,風雅,淡白,0.72,春,地理,浅黄空,-,FALSE
2077,十ばかり鍋うつむけて雪げ哉,とうばかり なべうつむけて ゆきげかな,雪解,喜び,風雅,淡白,0.72,春,地理,自筆本,-,FALSE
2084,横町や雪の解るもむづかしき,よこまちや ゆきのとけるも むづかしき,雪解,驚き,無常,幽玄,0.65,春,地理,浅黄空他,-,FALSE
2085,下町や雪の解るもむづかしき,したまちや ゆきのとけるも むづかしき,雪解,驚き,無垢,物の哀れ,0.72,春,地理,希杖本,-,FALSE
2088,雪げして町一ぱいの子ども哉,ゆきげして まちいっぱいの こどもかな,雪解,喜び,愛らしさ,風雅,0.75,春,地理,自筆本,-,FALSE
2090,汚れ雪世間並にもきえぬ也,よごれゆき せけんなみにも きえぬなり,雪解,嫌悪,無常,物の哀れ,0.75,春,地理,浅黄空,-,FALSE
2098,世に住でむりにとかすや門の雪,よにすんで むりにとかすや かどのゆき,雪解,悲しみ,無常,物の哀れ,0.75,春,地理,自筆本,-,FALSE
2099,世に住（め）ばむりに解かすぞ門の雪,よにすめば むりにとかすぞ かどのゆき,雪解,期待,無常,幽玄,0.75,春,地理,浅黄空他,-,FALSE
2100,世に住（め）ばむりに消やすぞ門の雪,よにすめば むりにけやすぞ かどのゆき,雪解,悲しみ,無常,物の哀れ,0.75,春,地理,希杖本,-,FALSE
2101,世に住（め）ば無理に解する門の雪,よにすめば むりにかいする かどのゆき,雪解,悲しみ,無常,物の哀れ,0.75,春,地理,星の林,-,FALSE
2104,我雪も連て流れよ筑摩川,わがゆきも つれてながれよ ちくまがわ,雪解,期待,無常,幽玄,0.75,春,地理,浅黄空他,-,FALSE
2114,居るだけ雪をとかして奉加鉦,すわるだけ ゆきをとかして ほうがかね,雪解,喜び,風雅,静寂,0.75,春,地理,浅黄空,-,FALSE
2127,門の雪四角にわれて流けり,かどのゆき しかくにわれて ながれけり,雪解,悲しみ,無常,物の哀れ,0.75,春,地理,発句鈔追加,-,FALSE
2129,小庇に薪並べる雪解哉,こびさしに まきならべる ゆきげかな,雪解,喜び,風雅,淡白,0.75,春,地理,浅黄空他,-,FALSE
2131,小庇の薪も猫も雪解哉,こびさしの まきもねこも ゆきげかな,雪解,喜び,風雅,静寂,0.75,春,地理,発句鈔追加,-,FALSE
2138,六尺の紺の暖簾を雪げ哉,ろくしゃくの こんののれんを ゆきげかな,雪解,喜び,風雅,淡白,0.75,春,地理,発句鈔追加,-,FALSE
2140,昔なり両手の迹の残る雪,むかしなり りょうてのあとの のこるゆき,雪解,悲しみ,無垢,物の哀れ,0.75,春,地理,梅塵八番,-,FALSE
2145,貧乏雪いつがいつ迄とけ残る,びんぼうゆき いつがいつまで とけのこる,雪解,悲しみ,無垢,物の哀れ,0.75,春,地理,梅塵八番,-,FALSE
2147,門前や杖でつくりし雪げ川,もんぜんや つえでつくりし ゆきげがわ,雪解,喜び,風雅,静寂,0.75,春,地理,文政版,-,FALSE
2150,藪の雪ちょつととけるもけぶり哉,やぶのゆき ちょっととけるも けぶりかな,雪解,喜び,幽玄,淡白,0.75,春,地理,梅塵八番,-,FALSE
2152,雪汁の小家に曲るかきね哉,ゆきじるの こいえにまがる かきねかな,雪解,喜び,風雅,静寂,0.75,春,地理,梅塵八番,-,FALSE
2166,汚されぬうちに消けり門の雪,よごされぬ うちにきえけり かどのゆき,雪解,悲しみ,無常,淡白,0.75,春,地理,発句鈔追加,-,FALSE
2172,人のする形に曲るや雪げ水,ひとのする なりにまがるや ゆきげみず,雪解,驚き,幽玄,静寂,0.72,春,地理,浅黄空他,-,FALSE
2179,大雪を杓子でとかす子ども哉,おおゆきを しゃくしでとかす こどもかな,雪解,喜び,愛らしさ,滑稽,0.75,春,地理,希杖本,-,FALSE
2180,親犬が瀬踏してけり雪げ川,おやいぬが せぶみしてけり ゆきげがわ,雪解,喜び,愛らしさ,風雅,0.72,春,地理,浅黄空,-,FALSE
2182,門畑や米の字なりの雪解水,かどはたや こめのじなりの ゆきげみず,雪解,喜び,風雅,淡白,0.75,春,地理,文政版,-,FALSE
2183,門畠や足駄で作る雪解水,かどはたや あしだでつくる ゆきげみず,雪解,喜び,風雅,淡白,0.72,春,地理,自筆本,-,FALSE
2184,門畠や棒でほじくる雪解川,かどはたや ぼうでほじくる ゆきげがわ,雪解,喜び,素朴,風雅,0.72,春,地理,浅黄空,-,FALSE
2185,雪解や門は雀の十五日,ゆきどけや かどはすずめの じゅうごにち,雪解,喜び,風雅,無常,0.75,春,地理,嘉永版,-,FALSE
2186,雪解のしの字引なり下り坂,ゆきどけの しのじびきなり くだりざか,雪解,喜び,風雅,無常,0.72,春,地理,発句集続篇,-,FALSE
2196,足もとに鳥のたちけりはるの山,あしもとに とりのたちけり はるのやま,春の山,喜び,風雅,幽玄,0.75,春,地理,発句鈔追加,-,FALSE
2203,福の来る門や野山の朝笑,ふくのくる かどやのやまの あさわらい,春の山,喜び,風雅,余情,0.75,春,地理,自筆本他,-,FALSE
2212,鷺烏雀の水もぬるみけり,さぎからす すずめのみずも ぬるみけり,水温む,喜び,風雅,余情,0.75,春,地理,版本題叢,-,FALSE
2218,苗代や山をも添て夜の雨,なわしろや やまをもそえて よるのあめ,苗代田,信頼,風雅,静寂,0.75,春,地理,句稿消息,-,FALSE
2219,苗代や松もろともに夜の雨,なわしろや まつもろともに よるのあめ,苗代田,信頼,静寂,幽玄,0.75,春,地理,浅黄空他,-,FALSE
2231,苗代田門のかざりに青みけり,なわしろた かどのかざりに あおみけり,苗代田,喜び,風雅,淡白,0.75,春,地理,浅黄空,-,FALSE
2237,引連れて苗代かくや子もち馬,ひきつれて なわしろかくや こもちうま,苗代田,喜び,愛らしさ,風雅,0.72,春,地理,梅塵八番,-,FALSE
2242,我門のかざりに青(む)苗代田,わがかどの かざりにあおむ なわしろだ,苗代田,喜び,風雅,淡白,0.75,春,地理,自筆本,-,FALSE
2243,草庵のかざりに青(む)苗代田,そうあんの かざりにあおむ なわしろだ,苗代田,喜び,風雅,静寂,0.75,春,地理,自筆本,-,FALSE
2251,眼の毒の花が咲とて寝釈迦かな,めのどくの はながさくとて ねしゃかかな,涅槃,驚き,幽玄,物の哀れ,0.75,春,人事,発句鈔追加,-,FALSE
2257,御仏や寝ておはしても花と銭,みほとけや ねておわしても はなとぜに,涅槃,驚き,風雅,無常,0.75,春,人事,おらが春,-,FALSE
2261,死花のぱつと咲たる仏哉,しにばなの ばっとさきたる ほとけかな,涅槃,驚き,幽玄,無常,0.75,春,人事,発句集続篇,-,FALSE
2277,此通りゆめでくらせと涅槃かな,このとおり ゆめでくらせと ねはんかな,涅槃,期待,幽玄,無常,0.75,春,人事,発句鈔追加,-,FALSE
2285,花の世を無官の狐鳴にけり,はなのよを むかんのきつね なきにけり,初午,驚き,幽玄,無常,0.75,春,人事,おらが春他,-,FALSE
2288,一寸とした藪も初午太鼓哉,ちょっとした やぶもはつうま たいこかな,初午,喜び,風雅,淡白,0.75,春,人事,発句集続篇,-,FALSE
2289,はつ午や御鍵のゆりる浜屋敷,はつうまや おかぎのゆりる はまやしき,初午,喜び,風雅,淡白,0.75,春,人事,発句鈔追加,-,FALSE
2309,御彼岸のぎりに青みしかきね哉,おひがんの ぎりにあおみし かきねかな,彼岸,期待,風雅,無常,0.65,春,人事,希杖本,-,FALSE
